MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367451120,2022-03-31T00:00:05,32.85567,-79.95545,0,206.1,511,PORT ARTHUR,,WDF4374,31,0,17,6,,31,A
636091121,2022-03-31T00:00:05,28.72668,-94.22433,0,255,169,IBLEA,IMO9271327,A8JR2,80,0,241,42,14.9,89,A
316013431,2022-03-31T00:00:06,48.41458,-123.3866,0,245.6,243,PACIFIC SCOUT,,,50,15,19,6,2.9,50,A
367667560,2022-03-31T00:00:06,32.08521,-81.05095,0,4.3,92,SEA CRESCENT,IMO8984563,WDH9391,31,5,27,8,,32,A
367479650,2022-03-31T00:00:08,27.82137,-97.20807,0,95.6,268,SAINT CRISPIN,IMO8992924,WDF6960,31,0,19,7,,57,A
316037994,2022-03-31T00:00:08,49.30652,-123.0786,0,337.5,511,SEASPAN CAREEN,IMO0801801,A,90,0,113,49,5.6,90,A
366996610,2022-03-31T00:00:00,28.95055,-95.33388,0,126.9,91,OLD PUSH,,WDC2704,31,12,14,6,,57,A
378112626,2022-03-31T00:00:01,25.74657,-80.17497,0,176.8,511,RACER I,,ZJL9570,37,,,,,,B
366952340,2022-03-31T00:00:02,34.81166,-87.61213,0,268.9,223,DECATUR,,WDB8065,31,0,21,9,,57,A
367014440,2022-03-31T00:00:08,35.07607,-90.15723,0,269.7,280,WALLACE MCGEORGE,IMO8757427,WDC3803,90,15,88,17,,33,A
368102310,2022-03-31T00:00:07,38.53896,-90.2553,0,280.4,511,JACKIE SUE,,WDK9298,31,15,0,0,0,31,A
352898775,2022-03-31T00:00:07,29.72602,-95.26516,0,337.8,68,BEGONIA,IMO9919670,3E2054,70,5,200,32,9.3,70,A
369952000,2022-03-31T00:00:07,21.35479,-157.95106,0,115,511,CHUNG-HOON,,NGPC,90,0,,,,0,A
538071296,2022-03-31T00:00:08,26.09813,-80.16397,0,167.9,358,PISCES,IMO9632519,V7ZA8,0,0,46,9,2.6,0,A
367416750,2022-03-31T00:00:09,30.24804,-81.11596,8.4,307.9,305,BLUEFIN,IMO9565596,WDG9742,31,0,35,10,3.7,57,A
367687870,2022-03-31T00:00:01,34.78143,-87.68432,0,317.4,511,DEBORAH MILES,,WDI3396,31,15,33,,,0,A
367491710,2022-03-31T00:00:03,30.37111,-88.56449,0,360,511,SIGNET LEGEND,,WDF8130,31,0,17,7,,31,A
316005623,2022-03-31T00:00:05,49.29047,-123.06103,1.2,255.1,511,SST TIGER SUN,IMO8953540,,31,15,21,10,3.9,31,A
368032000,2022-03-31T00:00:06,47.62727,-122.38088,0,74.5,511,OCEAN ROVER,IMO7303968,KRLM,30,0,77,16,8.3,30,A
366998130,2022-03-31T00:00:00,30.04808,-90.59865,0,120.8,245,TAYLOR MARIE,IMO8635930,WDC2822,31,12,20,7,,57,A
367629830,2022-03-31T00:00:03,29.67716,-91.19958,0.1,229.9,511,BOBBIE G,,WDH5631,31,0,15,4,,31,A
367642130,2022-03-31T00:00:03,38.69013,-85.15868,4.4,67.4,68,HIGMAN LEADER,,WDH6840,31,12,33,,,57,A
367415180,2022-03-31T00:00:03,29.40597,-94.74321,0,54.9,46,BUD SONIER,,WDE9248,31,12,21,9,,57,A
366857410,2022-03-31T00:00:04,32.85434,-79.95292,0,272.8,511,DONAL G MCALLISTER,IMO8980880,WDA8725,31,0,33,9,4.3,52,A
368173440,2022-03-31T00:00:08,29.59791,-90.66556,0.1,237.1,511,BLR GENERAL,IMO0000900,WDL8844,31,15,0,0,0,31,A
367021170,2022-03-31T00:00:03,28.37902,-96.09607,0.9,222.5,511,RAYMOND M,IMO8998162,WDC4224,60,0,44,8,2.4,60,A
367618990,2022-03-31T00:00:08,34.70825,-90.57449,0.2,267.1,4,BIG J O,,WDH4558,31,15,37,,,30,A
538005061,2022-03-31T00:00:02,28.89256,-88.10452,0,359,170,OCEAN BLACKHAWK,IMO9618898,V7AS9,90,3,229,36,12,0,A
368085790,2022-03-31T00:00:01,29.97315,-93.84731,0,229.4,331,BELL,IMO1186064,WDK7580,57,0,84,12,2.5,52,A
368092790,2022-03-31T00:00:06,30.05878,-93.57321,6.7,268.3,511,UNCLE JOE,,WDK8299,31,15,18,7,0,31,A
366996630,2022-03-31T00:00:06,28.951,-95.33452,0,175.8,175,PECOS,,WDC2706,31,12,21,7,,57,A
316005724,2022-03-31T00:00:13,48.42414,-123.38424,5,96.7,511,CHARLES H CATES IV,,,31,0,14,5,1.7,52,A
366914760,2022-03-31T00:00:07,29.79558,-93.32561,0,277.5,511,CANDY DANCER,IMO8993045,WDB5897,60,0,39,7,,60,A
366932970,2022-03-31T00:00:07,46.08966,-122.92923,0,0,115,STACEY FOSS,IMO7502564,WYL4909,31,11,33,10,4.1,38,A
367599790,2022-03-31T00:00:00,29.86819,-89.92557,0,178.5,82,STONE STRAIT,,WDH2651,31,9,39,12,,0,A
366872110,2022-03-31T00:00:03,25.76439,-80.1456,0,360,511,HERON,,WDB2084,69,15,34,44,9,69,A
367129470,2022-03-31T00:00:14,29.97273,-90.27808,0,360,511,SILVER FOX,,WCP9233,60,0,12,4,,50,A
316003600,2022-03-31T00:00:05,49.312,-123.10683,0,220,179,SEASPAN ROYAL,IMO8020018,VY7102,31,0,43,11,5.9,32,A
367666170,2022-03-31T00:00:06,30.18375,-93.31005,0,275.1,238,ASHLEY DANIELSON,,WDH9251,31,0,32,,,99,A
366997430,2022-03-31T00:00:08,29.87546,-90.00611,0,20.1,511,VIRGIE CENAC,,WDC2765,31,0,18,6,,52,A
367547280,2022-03-31T00:00:07,29.72435,-95.27331,0,298.4,107,MEGAN E DUPRE,,WDG5498,31,12,23,8,,31,A
319196700,2022-03-31T00:00:12,27.4566,-80.30607,0.1,54.4,511,WORKNOT,,ZGKS6,90,0,18,6,0,90,A
367597910,2022-03-31T00:00:25,47.64459,-122.34435,0,197.3,511,PATRIOT,,WDH2468,37,,16,,,,B
366984940,2022-03-31T00:00:05,41.36825,-91.06633,8.5,199.2,198,MARY EVELYN,,WDB9909,31,0,45,14,,52,A
367532840,2022-03-31T00:00:13,30.46469,-91.2003,0,232.6,351,FRANK JOHNSON,IMO8836613,WDG4088,31,0,54,15,,57,A
367149340,2022-03-31T00:00:03,29.7623,-95.10953,0,93,191,SYDNEE TAYLOR,,WDD4807,31,15,26,9,,0,A
316011981,2022-03-31T00:00:00,48.66879,-123.4044,0,100.9,347,SEGUE II,,CFN4950,37,0,12,4,2.3,37,A
366986450,2022-03-31T00:00:03,41.79214,-90.24425,0,204.1,294,JULIEN DUBUQUE,,WDC2012,31,0,16,7,,31,A
367430850,2022-03-31T00:00:00,30.16739,-85.70497,0.1,360,511,MISS NIZ,IMO8987539,WDF2697,31,0,22,8,2.4,31,A
338203000,2022-03-31T00:00:01,29.71279,-89.98842,0,153.8,332,LEIGH ANN MORAN,IMO9778325,WDI3096,31,15,35,,,57,A
367637190,2022-03-31T00:00:05,29.77746,-92.17665,0.1,228.6,511,HAYDEN,IMO8988478,WDH6365,60,0,46,9,,60,A
367611420,2022-03-31T00:00:05,45.68464,-121.88631,8,50.7,52,AMERICAN EMPRESS,IMO9263538,WDH3834,60,0,91,17,,60,A
355068000,2022-03-31T00:00:04,26.0611,-80.13041,0,82.8,5,CARIBBEAN EXPRESS I,IMO9233727,HO2570,70,0,57,11,2.2,77,A
367046890,2022-03-31T00:00:04,46.16775,-123.91442,0,308,511,PACIFIC FUTURE,IMO7948316,WDC5819,30,7,21,6,,30,A
367544960,2022-03-31T00:00:09,29.34941,-94.73777,0.1,99.7,331,THUNDER,,WDG5276,31,0,22,,,52,A
368159880,2022-03-31T00:00:38,34.78856,-87.66832,0,73.1,511,TRACI K.,,WDL7397,32,0,15,7,0,32,A
366999502,2022-03-31T00:00:10,35.09649,-85.20959,0,33.6,32,CG OUACHITA,,NACE,90,0,20,6,,55,A
367005580,2022-03-31T00:00:38,34.80783,-87.61807,0,222.4,253,H J DUPRE,,WDC3309,31,0,24,9,,57,A
352306000,2022-03-31T00:00:00,26.46309,-79.51198,4.7,131.7,139,CARIB WARRIOR,IMO9666364,HP8134,79,0,64,14,2.2,79,A
356087000,2022-03-31T00:01:02,27.60403,-82.74066,9.1,105.4,102,PRETTY JACK,IMO9502829,3FJX3,70,0,179,28,10.8,70,A
636015410,2022-03-31T00:00:00,28.50984,-94.20746,6,353.7,1,ALMI HORIZON,IMO9579494,D5AN9,80,0,274,48,17,89,A
367371820,2022-03-31T00:01:05,17.99474,-66.77483,0.1,165.9,286,ANACOSTIA,IMO9544217,WDE5804,31,1,30,10,,32,A
316047351,2022-03-31T00:00:02,49.27371,-123.13928,0,255.7,356,OCEAN LEE,,,30,15,13,4,0,30,A
636092780,2022-03-31T00:00:02,28.27633,-92.99317,17.2,126,128,TEMPANOS,IMO9447897,A8VP9,70,0,300,45,12.7,70,A
367318540,2022-03-31T00:00:08,30.69614,-88.03506,0,1.6,168,COREY QUEBODEAUX,,WDD9957,31,0,26,9,,31,A
367170010,2022-03-31T00:00:09,28.67498,-95.99063,0.1,219.3,511,ST JUDE THADDEUS,,WDD6229,31,12,21,8,,52,A
368013040,2022-03-31T00:00:11,49.29015,-122.89853,0,188.5,48,TODD E PROPHET,IMO9840740,WDJ8094,31,12,,,,31,A
367702470,2022-03-31T00:00:10,30.0045,-90.79635,6.8,197.9,208,SAFETY LEGEND,,WDI4831,31,0,21,8,,31,A
316005551,2022-03-31T00:00:01,49.20508,-123.05479,0,45.8,511,NORTH ARM PROWLER,,,31,0,15,6,2.5,52,A
367704950,2022-03-31T00:00:01,30.05163,-90.50679,9.7,81.1,511,ARCHIE T HIGGINS,IMO9796236,WDI5080,31,0,27,,,31,A
477518100,2022-03-31T00:00:02,30.71603,-88.04152,0,313.8,171,WULIN,IMO9657870,VRNT7,70,5,179,30,10.5,70,A
256725000,2022-03-31T00:00:02,25.7572,-80.14197,0.1,283.3,125,ROCK 13,IMO8681628,9HA3990,45,0,41,8,2.2,45,A
367444730,2022-03-31T00:00:04,29.67912,-91.2195,1.9,40.1,511,REPENTANCE,IMO8975847,WDF3848,31,12,21,8,,57,A
338234539,2022-03-31T00:00:15,27.79803,-82.78001,0,360,511,REEL TRAUMA,,,37,,,,,,B
367001730,2022-03-31T00:00:01,30.08589,-90.91136,0,278.6,511,VERA BISSO,IMO9221140,WDC3027,31,0,31,12,4.9,52,A
367456430,2022-03-31T00:00:05,29.7619,-95.07574,7.6,303,511,CAPT WEBSTER,,WDF4843,31,0,19,7,,31,A
229054000,2022-03-31T00:00:05,48.4711,-125.05097,7.8,91,91,CMA CGM DUTCH HARBOR,IMO9389409,9HA5434,71,0,261,32,11.8,71,A
367005360,2022-03-31T00:01:11,29.57212,-90.59388,0,79.4,285,CREOLE LADY,IMO7216799,WDC3293,31,15,25,9,,57,A
369970147,2022-03-31T00:00:05,43.97958,-124.64236,11.9,189.3,188,BELL M SHIMADA,IMO9349069,WTED,90,0,63,15,5.9,90,A
538006696,2022-03-31T00:01:12,30.00609,-88.4442,0.6,154.5,159,IONIC ANASSA,IMO9779795,V7QI6,80,0,249,,,80,A
316003447,2022-03-31T00:00:06,49.11805,-123.16412,0,107.5,511,SNOW DRIFT,IMO7823023,CZ4108,30,15,24,7,2.7,30,A
367467980,2022-03-31T00:01:20,28.95043,-89.38825,0,258,511,MISS LUCY,,WDF5860,31,12,13,4,,31,A
538004628,2022-03-31T00:00:04,32.01223,-80.66633,0,55,141,CHEM RANGER,IMO9490296,V7YC8,80,1,159,27,10,89,A
367575120,2022-03-31T00:00:07,36.06111,-89.68882,0,189,511,LEE LEAVELL,,WDG8208,31,0,15,,,31,A
226235000,2022-03-31T00:00:00,32.69699,-117.15593,0.1,360,309,ILE DE SEIN,IMO9247039,FOUD,90,5,140,23,8,70,A
366999713,2022-03-31T00:00:01,29.89591,-92.11637,0,280.4,511,CG AMBERJACK,,NTMV,90,0,26,5,,55,A
367474710,2022-03-31T00:00:01,29.97109,-90.28256,0,227.7,511,HIAWATHA,,WDF6481,31,12,16,6,,57,A
367328540,2022-03-31T00:00:07,29.42878,-94.82619,0,272.8,315,LISA,,WDE2705,31,3,20,7,,31,A
366553750,2022-03-31T00:00:11,29.91999,-90.07679,0,191.5,511,GEN ROY S KELLEY,IMO9077927,WCD4702,90,15,28,7,,0,A
367666110,2022-03-31T00:01:11,29.25584,-89.35949,0,254.9,511,JAX,,WDH9245,31,0,11,7,,31,A
259709000,2022-03-31T00:00:31,18.72126,-64.03597,13,312.1,315,HOEGH MANILA,IMO9368912,LAEC7,70,0,179,32,9.6,70,A
368203670,2022-03-31T00:01:09,29.75101,-95.1071,0,358.7,136,ERIC BRUMFIELD,,WDM4134,31,12,23,11,3.1,31,A
366969670,2022-03-31T00:01:10,29.767,-95.10108,0.2,59.5,238,TOMMY E,,WCX6752,31,12,16,6,,57,A
367168040,2022-03-31T00:00:13,26.83226,-80.0539,0,0,217,DOROTHY ANN,IMO8979910,WDD6083,37,5,38,7,,37,A
367643270,2022-03-31T00:01:11,31.15171,-87.97295,0,158,300,AMERICAN DREAM,,WDH6954,31,12,21,,,3,A
338218374,2022-03-31T00:01:12,48.75502,-122.50479,0,332.4,511,WILLIE PEARL,,,37,,,,,,B
369970329,2022-03-31T00:00:01,39.36186,-81.31961,0,166.9,235,ROY F STEVENS,,AEBV,90,15,,,,31,A
367402520,2022-03-31T00:00:01,39.04886,-81.80125,5.7,145.8,139,MARY ARTIE BRANNON,,WDE8184,31,15,34,10,,31,A
368169060,2022-03-31T00:00:07,30.05872,-93.60508,5.3,269.5,511,PORT MANSFIELD,,WDL8391,57,12,205,16,3,57,A
367003820,2022-03-31T00:00:11,29.67189,-91.13598,7.4,145.5,511,PHILOMENE P PERERA,,WDD4757,31,0,15,7,,31,A
367057690,2022-03-31T00:00:06,30.28014,-91.20201,0.6,84.6,93,CAPT GREGORY SMITH,,WDC6542,31,0,54,15,,57,A
367648680,2022-03-31T00:00:11,32.35014,-90.97615,8.4,281.6,279,QUEEN OF MISSISSIPPI,,WDH7491,60,0,73,,,60,A
367645170,2022-03-31T00:00:06,45.6478,-122.74406,4.4,110.4,110,CROWN POINT,,WDH7139,31,12,31,,,52,A
367194680,2022-03-31T00:00:03,33.96981,-91.09233,4.3,6.9,27,JOSHUA DAVID ESPER,,WDD8059,31,12,42,13,,57,A
316005716,2022-03-31T00:00:08,49.18734,-122.72111,6.8,137.3,511,SEASPAN TEMPEST,,,52,0,18,7,3.1,52,A
368032610,2022-03-31T00:00:00,30.72653,-88.05582,0,306.4,329,GENERAL ASHBURN,IMO0000039,WDK2121,90,0,32,9,9,32,A
367143960,2022-03-31T00:00:00,29.68609,-91.1875,0,360,511,EMILY D,,WDJ3956,90,0,30,7,,70,A
257714000,2022-03-31T00:00:01,27.10582,-93.91009,11.2,322.4,319,HOEGH TROOPER,IMO9075711,LAKQ7,70,0,200,32,10,70,A
367005220,2022-03-31T00:00:01,29.39347,-94.81466,6.1,148.5,148,JOHNNY JAMES,IMO100552794,WDJ8450,57,0,204,18,3,57,A
367733240,2022-03-31T00:00:02,38.39933,-82.54921,0,360,511,DOROTHY L,,WDI7891,31,10,18,,,52,A
367775120,2022-03-31T00:00:02,30.7102,-88.04025,0,249.8,511,RYLEE PAIGE,,WDJ4171,31,0,15,6,,32,A
367701960,2022-03-31T00:00:03,40.17703,-80.68416,0,37.2,30,LAURA S,,WDI4785,31,0,18,,,52,A
367750780,2022-03-31T00:00:03,25.79883,-80.2491,0,360,511,JEAN RUTH,,WDI9648,31,3,,,,31,A
374369000,2022-03-31T00:00:04,29.34738,-89.49014,14.7,119.5,120,SILVER DUBAI,IMO9683427,3ELE4,80,0,183,32,13.2,80,A
367702550,2022-03-31T00:00:03,29.93906,-90.1786,0,356.9,231,SAFETY TEAM,,WDI4838,31,15,21,8,,5,A
636092426,2022-03-31T00:00:12,29.30768,-94.8111,0.1,141,204,GASCHEM NORDSEE,IMO9402562,D5CI4,80,5,155,22,10.6,0,A
368099320,2022-03-31T00:00:05,29.41595,-94.73167,5.2,228.6,511,CYNTHIA K,IMO1294530,WDK8982,57,0,117,34,2.4,57,A
367789330,2022-03-31T00:00:05,29.46604,-94.96991,0.1,231.6,511,TDW,,WDJ5589,31,15,14,6,,52,A
368144370,2022-03-31T00:00:07,29.9351,-89.98938,0,276,297,A. THOMAS HIGGINS,IMO9907495,WDL5779,52,0,24,12,0,52,A
367668760,2022-03-31T00:00:03,30.05368,-90.48458,0,16.9,289,QUENTON CRAIG HARRIS,IMO8836560,WDH9504,31,12,42,15,,57,A
305723000,2022-03-31T00:00:04,25.98206,-79.92824,12.3,130.1,134,PARADERO,IMO9368998,V2QV7,72,0,140,22,6.6,72,A
367482470,2022-03-31T00:00:06,25.76833,-80.16469,0.1,121.9,298,JJ CENAC,,WDF7239,31,0,28,9,,31,A
367750650,2022-03-31T00:00:00,29.57232,-90.59386,0,360,286,MERLE GONSOULIN,,WDI9635,31,0,,,,52,A
367015310,2022-03-31T00:00:00,30.65676,-88.04518,0,146.2,511,MISS MARION,,WDI5380,31,15,15,6,,0,A
367646390,2022-03-31T00:00:01,29.84872,-90.02515,0,257.4,511,ANDREW C,,WDH7256,31,5,19,,,99,A
548973000,2022-03-31T00:00:04,27.60719,-82.82878,11.7,82.9,85,NORD SANTIAGO,IMO9831488,DUJR,70,0,180,30,7.4,70,A
366961810,2022-03-31T00:00:02,40.68015,-89.565,0,196.5,511,PAR-A-DICE,,WCJ6204,60,15,57,20,,60,A
339318000,2022-03-31T00:00:03,24.56431,-81.73623,0,273.5,270,TRISARA,,6YRR4,37,5,33,6,,37,A
367645460,2022-03-31T00:00:06,38.78813,-84.85073,5.9,106.2,109,STEPHEN L COLBY,,WDH7165,31,12,43,12,,57,A
367656430,2022-03-31T00:00:10,29.95726,-93.85767,5.3,19.4,511,UNCLE GEORGE,IMO8851120,WDH8275,31,0,19,7,,31,A
367739650,2022-03-31T00:00:00,29.25693,-89.36042,0,26.6,122,MAGGIE A,IMO9772981,WDI8542,60,0,58,,,70,A
538009699,2022-03-31T00:00:03,29.94924,-93.86384,0,280.6,200,SUBSEA RESPONDER IV,IMO9400693,V7A5057,70,0,90,18,4.2,79,A
369112000,2022-03-31T00:00:04,30.27589,-87.56915,0,195.4,511,ANNIE GIRL,,WDG7499,60,,18,5,,,B
367581150,2022-03-31T00:00:04,29.3136,-94.78618,0,341.8,178,ALAMO,,WDG8795,31,0,22,,,31,A
565382000,2022-03-31T00:00:09,31.88958,-80.46252,9.6,107,110,MELCHIOR SCHULTE,IMO9676723,9V3053,70,0,188,,,70,A
367786680,2022-03-31T00:00:04,41.11464,-90.95809,4.5,329.1,511,BLAKE L,,WDJ5339,31,0,18,7,,31,A
311000112,2022-03-31T00:00:01,34.01481,-121.32683,11.2,314.5,317,POLARIS VOYAGER,IMO9665748,C6AP4,80,0,275,48,17,81,A
367649810,2022-03-31T00:00:01,41.7056,-87.54821,0.8,264.3,85,JOHN MARSHALL,IMO7223261,WDH7606,31,0,32,9,3.8,31,A
538007403,2022-03-31T00:00:04,28.97475,-94.09201,13.7,123.7,121,ECO ICE,IMO9755646,V7MA2,80,0,160,26,8.4,80,A
316002238,2022-03-31T00:00:03,46.50406,-84.32692,0,360,511,ANGLIAN LADY,IMO5141483,VOLP,31,8,40,9,4.3,70,A
367694480,2022-03-31T00:00:06,32.52655,-87.84001,0,286.3,2,JACKSON III,,WDI4035,31,15,28,10,,57,A
368001250,2022-03-31T00:00:06,29.73372,-95.05337,1.6,300.2,511,GRAND ANN,,WDJ6890,31,0,17,7,,31,A
367369060,2022-03-31T00:00:09,30.72636,-88.05613,0,201.3,327,RANDY BAYGENTS,,WDE5602,31,12,31,10,,57,A
366999388,2022-03-31T00:00:08,35.07237,-90.11549,0,183,511,GOODWIN,,AETG,90,12,,,,31,A
368193180,2022-03-31T00:00:06,30.2045,-91.32065,0,212.7,196,INTRA RECOIL,,WDM2987,57,12,23,7,2.8,57,A
367612240,2022-03-31T00:00:09,28.99264,-89.35917,0,352.5,511,NICHOLAS,,WDH3914,31,0,19,,,31,A
378112839,2022-03-31T00:00:24,26.11462,-80.10835,0,199.3,98,LACEY KAY,,ZJL9880,37,5,,,,37,A
368243320,2022-03-31T00:00:41,29.64925,-91.03295,0.1,251.2,511,M.A.R.S. LOKI,,WDM8328,52,5,33,9,0,52,A
316011981,2022-03-31T00:00:00,48.66879,-123.4044,0,100.9,347,SEGUE II,,CFN4950,37,0,12,4,2.3,37,A
316013198,2022-03-31T00:00:02,49.20589,-123.09003,0,238.4,511,NITA MARIA,,CZ3954,30,0,19,6,2.6,30,A
366821510,2022-03-31T00:00:07,37.78713,-87.93902,0,281.8,349,ROBERT INGLE,,WDA5570,31,15,34,11,,31,A
338926409,2022-03-31T00:00:00,24.56542,-81.79943,0,247.7,96,CG KATHLEEN MOORE,,NDVB,90,0,46,7,,0,A
357380000,2022-03-31T00:00:12,28.48317,-93.30233,13.3,306.3,305,MAIRA,IMO9203502,3FHC3,71,0,207,30,7.5,71,A
367676010,2022-03-31T00:00:06,47.6559,-122.37887,0,211.3,185,POLAR LADY,IMO7947659,WDI2229,30,0,25,8,,30,A
367685630,2022-03-31T00:00:19,38.42773,-82.59687,0,360,511,CITY OF SOUTH POINT,,WDI3165,31,5,19,,,31,A
367162740,2022-03-31T00:00:05,29.81683,-90.00588,0,3.2,511,CAPT ROD II,,WDD5731,60,0,14,4,,31,A
367090590,2022-03-31T00:00:03,30.36058,-89.09195,0,217.3,511,CATHERINE B,IMO8983428,WCW4128,31,15,33,8,3.7,52,A
368004350,2022-03-31T00:00:03,36.25143,-89.66784,0.1,271.1,511,ROGER L KNIGHT,,WDJ7200,31,15,39,12,,32,A
368061910,2022-03-31T00:00:08,30.11627,-90.99999,0,184,511,BARBARA,,WDK5119,52,0,24,8,0,52,A
367148620,2022-03-31T00:00:21,24.83092,-82.10122,3.7,276,511,ERICA LYNN,IMO8033998,WDD4733,30,,23,6,,,B
367797960,2022-03-31T00:00:31,47.65841,-122.26828,0,186,227,ROI,,WDJ6458,37,,,,,,B
367744620,2022-03-31T00:00:02,34.72403,-90.47853,10,263.2,273,EMILY GOLDING,,WDI9033,31,0,,,,52,A
235085999,2022-03-31T00:00:14,26.71376,-80.04833,0,0,182,NO BADA BEES,IMO9627186,2EKW9,37,5,38,8,2.1,37,A
366951230,2022-03-31T00:00:01,36.47425,-89.43407,4.1,43.7,42,E BRONSON INGRAM,,WDB7996,31,0,56,16,,57,A
367340440,2022-03-31T00:00:01,30.04113,-90.59995,0.2,122.6,243,JEFF BRUMFIELD,,WDE3528,31,5,26,9,,31,A
367401170,2022-03-31T00:00:07,29.78399,-95.07078,5.2,39.8,50,KYLE A SHAW,,WDE8068,31,12,21,9,,57,A
354526000,2022-03-31T00:00:06,48.44199,-124.62875,11.8,109.9,113,CAPE CELTIC,IMO9409144,3FUO8,70,0,292,44,18,70,A
367653290,2022-03-31T00:00:00,40.32114,-91.47058,5.4,13.8,12,ELIZABETH M ROBINSON,,WDH7961,31,0,33,,,52,A
367080250,2022-03-31T00:00:02,21.31007,-157.86812,0,154.7,511,MARY CATHERINE,IMO7209435,WTW9261,31,0,31,9,4.8,32,A
367638050,2022-03-31T00:00:01,30.04754,-90.65349,0,195.7,511,ALIX ANNE ECKSTEIN,,WDH6446,31,12,48,13,,57,A
368106220,2022-03-31T00:00:05,38.47919,-90.28122,0,327.5,5,CHARLIE T,,WDK9723,70,15,20,10,0,70,A
477595800,2022-03-31T00:00:06,30.48037,-91.19438,0,351.7,0,ALPINE MYSTERY,IMO9392808,VRFP2,80,5,183,32,12.2,80,A
367327650,2022-03-31T00:00:01,28.62078,-96.1288,8,253.8,254,BROWN WATER XII,IMO8992560,WDE2639,31,0,20,7,,52,A
366793340,2022-03-31T00:00:02,29.97906,-93.20189,0.3,82.6,285,SQUEAK CARPENTER,IMO8635679,WDA2979,31,12,19,7,,57,A
367432180,2022-03-31T00:00:05,30.10391,-90.96788,0,201.7,260,DENNIS J PASENTINE,,WDF2813,31,0,40,12,,31,A
338135307,2022-03-31T00:00:15,25.72547,-80.23482,0,142.3,511,NAMASTE,,,60,,12,,,,B
366764730,2022-03-31T00:00:00,32.65303,-117.12239,1.7,166.4,268,SCOUT,IMO9188570,WCZ2046,31,0,31,10,4.3,31,A
367702120,2022-03-31T00:00:07,38.57262,-90.22586,0,185.1,221,DONNA RUSHING,,WDI4799,31,12,39,12,,31,A
368203470,2022-03-31T00:00:02,30.2857,-91.20979,1.1,3.9,511,CAPT VIC,,WDM4114,60,0,13,5,0,60,A
367506740,2022-03-31T00:00:03,30.09193,-93.2986,2.2,127.4,132,LLANO,,WDF9589,31,12,25,9,,57,A
367541740,2022-03-31T00:00:05,36.25247,-89.56443,4.6,43.6,31,CLAIR S SMITH,,WDG4946,31,12,25,,,57,A
368106490,2022-03-31T00:00:06,29.95793,-90.15399,0,66.1,251,COUNT FLEET,,WDK9770,57,12,22,10,3.1,57,A
367317080,2022-03-31T00:00:08,29.62437,-93.75092,0,252.9,511,MACY LYN,,WDD9845,90,0,18,9,,39,A
366985000,2022-03-31T00:00:15,45.6429,-122.72392,0,0,26,FISHER,IMO9116826,NHMX,70,5,289,32,10.9,70,A
368198310,2022-03-31T00:00:00,28.94806,-95.3289,0,287.6,511,BRENDA S,IMO0000168,WDM3555,0,0,36,8,3,0,A
367452990,2022-03-31T00:00:04,29.65792,-91.03086,0,360,511,TODD DANOS,IMO8023785,WDG9280,31,11,32,9,3.9,31,A
311733000,2022-03-31T00:00:03,25.52151,-77.16936,16.1,23.4,29,ENCHANTMENTOFTHESEAS,IMO9111802,C6FZ7,60,0,301,32,7.8,60,A
367740820,2022-03-31T00:00:08,45.64328,-122.75281,0.2,178.5,130,RELIEF,,WDI8657,60,5,12,4,,50,A
367481670,2022-03-31T00:00:11,38.67338,-90.18403,10.4,158.5,511,ALLISON RACHEL,IMO8976554,WDF7157,31,0,21,9,,31,A
215685000,2022-03-31T00:00:24,26.06881,-76.11745,18.1,246.3,244,HELLAS DIANA,IMO9872987,9HA5246,80,0,299,46,11.5,80,A
367797450,2022-03-31T00:00:03,40.55023,-80.2075,0,317,132,JEFFREY A RAIKE,,WDJ6407,31,12,36,10,,57,A
367775320,2022-03-31T00:00:06,29.93848,-90.22285,0,132.5,511,LOUISIANA TRANSPORTE,,WDJ4190,31,0,,,,31,A
367300350,2022-03-31T00:00:08,29.32096,-94.78445,0,211.7,304,THOR,IMO9350551,WDD8608,31,0,30,12,,52,A
366998090,2022-03-31T00:00:03,48.01338,-122.60798,7.2,334.6,332,MAUNA LOA,IMO5229704,WDC2819,31,0,36,8,4.1,32,A
367749350,2022-03-31T00:00:08,41.45146,-90.76706,4.2,275.7,511,LINWOOD ENDEAVOR,,WDI9511,31,15,19,7,,52,A
368010960,2022-03-31T00:00:07,37.0452,-89.17562,0.2,255.9,2,SHAWNEE FOREST,,WDJ7878,52,12,23,11,3.2,52,A
367480010,2022-03-31T00:00:00,47.33184,-122.50779,0,7.6,7,WSF SALISH,IMO9618329,WDF6992,60,0,83,19,3.2,60,A
366919210,2022-03-31T00:00:01,41.32851,-88.75407,0,133.8,90,JO ANNE STEGBAUER,,WDJ5479,31,0,34,10,,31,A
369970622,2022-03-31T00:00:09,30.39652,-81.42989,0,231.3,511,FLORIDA II,,AEMF,35,3,12,,,35,A
316001221,2022-03-31T00:00:05,49.29072,-122.97477,0,194.9,511,ISLAND CROWN,IMO7414092,CFK9388,31,0,23,7,4.1,52,A
368113380,2022-03-31T00:00:07,29.76323,-95.11272,0,211.3,326,JADEN PASENTINE,,WDL2578,31,12,27,10,2.9,31,A
